Product ID,SKU,Name,Description,Price,Original Price,Currency,In Stock,Stock Quantity,URL,Image URL,Category,Subcategory,Category Path,Brand,Manufacturer,Rating,Review Count,Source,Scraped At
,,Starving Hearts (Triangular Trade ...,,13.99,,GBP,Yes,,https://books.toscrape.com/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html,media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:28
,,Shakespeare's Sonnets,,20.66,,GBP,Yes,,https://books.toscrape.com/catalogue/shakespeares-sonnets_989/index.html,media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:28
,,Set Me Free,,17.46,,GBP,Yes,,https://books.toscrape.com/catalogue/set-me-free_988/index.html,media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:28
,,Scott Pilgrim's Precious Little ...,,52.29,,GBP,Yes,,https://books.toscrape.com/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,media/cache/94/b1/94b1b8b244bce9677c2f29ccc890d4d2.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:28
,,Rip it Up and ...,,35.02,,GBP,Yes,,https://books.toscrape.com/catalogue/rip-it-up-and-start-again_986/index.html,media/cache/81/c4/81c4a973364e17d01f217e1188253d5e.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:28
,,Our Band Could Be ...,,57.25,,GBP,Yes,,https://books.toscrape.com/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,media/cache/54/60/54607fe8945897cdcced0044103b10b6.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:28
,,Olio,,23.88,,GBP,Yes,,https://books.toscrape.com/catalogue/olio_984/index.html,media/cache/55/33/553310a7162dfbc2c6d19a84da0df9e1.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:28
,,Mesaerion: The Best Science ...,,37.59,,GBP,Yes,,https://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,media/cache/09/a3/09a3aef48557576e1a85ba7efea8ecb7.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:28
,,Libertarianism for Beginners,,51.33,,GBP,Yes,,https://books.toscrape.com/catalogue/libertarianism-for-beginners_982/index.html,media/cache/0b/bc/0bbcd0a6f4bcd81ccb1049a52736406e.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:28
,,It's Only the Himalayas,,45.17,,GBP,Yes,,https://books.toscrape.com/catalogue/its-only-the-himalayas_981/index.html,media/cache/27/a5/27a53d0bb95bdd88288eaf66c9230d7e.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:28
,,All the Light We ...,,29.87,,GBP,Yes,,https://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html,../../../../media/cache/41/c3/41c37f7f0e03ee1144dd6fa89483b5d9.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:29
,,The Girl You Left ...,,15.79,,GBP,Yes,,https://books.toscrape.com/catalogue/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html,../../../../media/cache/d0/b6/d0b6d59c0662dcbd15d47add40af1ebd.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:29
,,Set Me Free,,17.46,,GBP,Yes,,https://books.toscrape.com/catalogue/set-me-free_988/index.html,../../media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:31
,,Shakespeare's Sonnets,,20.66,,GBP,Yes,,https://books.toscrape.com/catalogue/shakespeares-sonnets_989/index.html,../../media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:31
,,Starving Hearts (Triangular Trade ...,,13.99,,GBP,Yes,,https://books.toscrape.com/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html,../../media/cache/be/f4/bef44da28c98f905a3ebec0b87be8530.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:31
,,The Black Maria,,52.15,,GBP,Yes,,https://books.toscrape.com/catalogue/the-black-maria_991/index.html,../../media/cache/58/46/5846057e28022268153beff6d352b06c.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:31
,,The Boys in the ...,,22.6,,GBP,Yes,,https://books.toscrape.com/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,../../media/cache/66/88/66883b91f6804b2323c8369331cb7dd1.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:31
,,The Coming Woman: A ...,,17.93,,GBP,Yes,,https://books.toscrape.com/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,../../media/cache/3d/54/3d54940e57e662c4dd1f3ff00c78cc64.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:31
,,Security,,39.25,,GBP,Yes,,https://books.toscrape.com/catalogue/security_925/index.html,../../../../media/cache/da/df/dadfac66a89774b46b10225362724c83.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:32
,,Follow You Home,,21.36,,GBP,Yes,,https://books.toscrape.com/catalogue/follow-you-home_809/index.html,../../../../media/cache/a7/4b/a74b35375ce874153fd352e33bc7bac9.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:32
,,The Loney,,23.4,,GBP,Yes,,https://books.toscrape.com/catalogue/the-loney_756/index.html,../../../../media/cache/6d/10/6d10387a0175701d4ff456a0c7eee67b.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:32
,,Pet Sematary,,10.56,,GBP,Yes,,https://books.toscrape.com/catalogue/pet-sematary_726/index.html,../../../../media/cache/7a/72/7a72465b21dbf998323e37b31f9a3f4a.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:32
,,Doctor Sleep (The Shining ...,,40.12,,GBP,Yes,,https://books.toscrape.com/catalogue/doctor-sleep-the-shining-2_686/index.html,../../../../media/cache/55/bf/55bfc858c1cb19867e41415532ae43c6.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:32
,,Psycho: Sanitarium (Psycho #1.5),,36.97,,GBP,Yes,,https://books.toscrape.com/catalogue/psycho-sanitarium-psycho-15_628/index.html,../../../../media/cache/02/5c/025c30a378e2a4190e84f1429e81b803.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:32
,,Can You Keep a ...,,48.64,,GBP,Yes,,https://books.toscrape.com/catalogue/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html,../../../../media/cache/0b/2f/0b2f432cc27132f688fcdf29618521e0.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:32
,,Red Dragon (Hannibal Lecter ...,,23.37,,GBP,Yes,,https://books.toscrape.com/catalogue/red-dragon-hannibal-lecter-1_390/index.html,../../../../media/cache/30/66/3066f8bcd2e2ed6b45084355ff084a61.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:32
,,Dracula the Un-Dead,,35.63,,GBP,Yes,,https://books.toscrape.com/catalogue/dracula-the-un-dead_370/index.html,../../../../media/cache/13/ff/13fffcde653948339d3427184b7bd0b5.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:32
,,Night Shift (Night Shift ...,,12.75,,GBP,Yes,,https://books.toscrape.com/catalogue/night-shift-night-shift-1-20_335/index.html,../../../../media/cache/c0/02/c0029d48c2588e6d2a6a31c9f96088ba.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:32
,,Needful Things,,47.51,,GBP,Yes,,https://books.toscrape.com/catalogue/needful-things_334/index.html,../../../../media/cache/2d/e0/2de0eff716ca13d12cf5420e88e1a8b3.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:32
,,Misery,,34.79,,GBP,Yes,,https://books.toscrape.com/catalogue/misery_332/index.html,../../../../media/cache/7c/93/7c9302e392e128881e926d19f761da33.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:32
,,'Salem's Lot,,49.56,,GBP,Yes,,https://books.toscrape.com/catalogue/salems-lot_309/index.html,../../../../media/cache/ee/d3/eed3afc5e444e3da5eec34e2b0036ec7.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:32
,,The Stand,,57.86,,GBP,Yes,,https://books.toscrape.com/catalogue/the-stand_282/index.html,../../../../media/cache/3a/7c/3a7c2393061031e7911d7b533b723391.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:32
,,The Girl with All ...,,49.47,,GBP,Yes,,https://books.toscrape.com/catalogue/the-girl-with-all-the-gifts_250/index.html,../../../../media/cache/41/c7/41c74d82b853606fe98182c417b4669c.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:32
,,House of Leaves,,54.89,,GBP,Yes,,https://books.toscrape.com/catalogue/house-of-leaves_169/index.html,../../../../media/cache/14/25/142563ccee483bc07632f9c083a68326.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:32
,,The Secret Garden,,15.08,,GBP,Yes,,https://books.toscrape.com/catalogue/the-secret-garden_413/index.html,../../../../media/cache/c5/46/c5465a06182ed6ebfa40d049258a2f58.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:34
,,The Metamorphosis,,28.58,,GBP,Yes,,https://books.toscrape.com/catalogue/the-metamorphosis_409/index.html,../../../../media/cache/4a/1b/4a1b6e9c1af75db0dc34ae63344f6883.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:34
,,The Pilgrim's Progress,,50.26,,GBP,Yes,,https://books.toscrape.com/catalogue/the-pilgrims-progress_353/index.html,../../../../media/cache/45/bb/45bb59d19eb3aa868293d44809078418.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:34
,,The Hound of the ...,,14.82,,GBP,Yes,,https://books.toscrape.com/catalogue/the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html,../../../../media/cache/1f/b0/1fb03cdabe6001c8a2620f65e025cbd5.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:34
,,Little Women (Little Women ...,,28.07,,GBP,Yes,,https://books.toscrape.com/catalogue/little-women-little-women-1_331/index.html,../../../../media/cache/81/f5/81f559ebe403317226fa8b611e35ce8a.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:34
,,Gone with the Wind,,32.49,,GBP,Yes,,https://books.toscrape.com/catalogue/gone-with-the-wind_324/index.html,../../../../media/cache/27/82/2782701b5c877cb063065b9fc14c5b13.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:34
,,Candide,,58.63,,GBP,Yes,,https://books.toscrape.com/catalogue/candide_316/index.html,../../../../media/cache/e3/c4/e3c4aba2409bb769a6488805e3fc4709.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:34
,,Animal Farm,,57.22,,GBP,Yes,,https://books.toscrape.com/catalogue/animal-farm_313/index.html,../../../../media/cache/10/db/10db56354b4550d92270c6f097d9bebc.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:34
,,Wuthering Heights,,17.73,,GBP,Yes,,https://books.toscrape.com/catalogue/wuthering-heights_307/index.html,../../../../media/cache/93/4e/934e966c1ddf559d3ac2b5c1407aaf1e.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:34
,,The Picture of Dorian ...,,29.7,,GBP,Yes,,https://books.toscrape.com/catalogue/the-picture-of-dorian-gray_270/index.html,../../../../media/cache/a6/72/a67245346daa38c2b23a4fc64c6e7115.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:34
,,The Complete Stories and ...,,26.78,,GBP,Yes,,https://books.toscrape.com/catalogue/the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html,../../../../media/cache/42/c4/42c48f11b7e70a0f76c5ba9cb5c5018a.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:34
,,Beowulf,,38.35,,GBP,Yes,,https://books.toscrape.com/catalogue/beowulf_126/index.html,../../../../media/cache/dd/6e/dd6e7b84e99f3b4b5655ea0db74af2b4.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:34
,,And Then There Were ...,,35.01,,GBP,Yes,,https://books.toscrape.com/catalogue/and-then-there-were-none_119/index.html,../../../../media/cache/21/bf/21bf2eb0bff3134837def8bd40845ba0.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:34
,,The Story of Hong ...,,43.19,,GBP,Yes,,https://books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html,../../../../media/cache/ab/16/ab16eb035cc58809a73c4699477de9cb.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:34
,,The Little Prince,,45.42,,GBP,Yes,,https://books.toscrape.com/catalogue/the-little-prince_72/index.html,../../../../media/cache/c0/78/c078355608dd81c7c5e4f5e1c5f73d23.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:34
,,Sense and Sensibility,,37.46,,GBP,Yes,,https://books.toscrape.com/catalogue/sense-and-sensibility_49/index.html,../../../../media/cache/7d/53/7d53e2264b9647ee307259be9f73585d.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:34
,,Of Mice and Men,,47.11,,GBP,Yes,,https://books.toscrape.com/catalogue/of-mice-and-men_37/index.html,../../../../media/cache/0f/ca/0fca4597765ffacdb7bd529fc5eb88fa.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:34
,,Emma,,32.93,,GBP,Yes,,https://books.toscrape.com/catalogue/emma_17/index.html,../../../../media/cache/09/63/09638baaef52f03827c215029c632a13.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:34
,,Alice in Wonderland (Alice's ...,,55.53,,GBP,Yes,,https://books.toscrape.com/catalogue/alice-in-wonderland-alices-adventures-in-wonderland-1_5/index.html,../../../../media/cache/96/ee/96ee77d71a31b7694dac6855f6affe4e.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:34
,,The Most Perfect Thing: ...,,42.96,,GBP,Yes,,https://books.toscrape.com/catalogue/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html,../../../../media/cache/d4/8d/d48d5122a15347e9fe2b15ad354d69bf.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:36
,,Immunity: How Elie Metchnikoff ...,,57.36,,GBP,Yes,,https://books.toscrape.com/catalogue/immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html,../../../../media/cache/26/1c/261c4eaf957ae4aacf2229b482e76dbe.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:36
,,Sorting the Beef from ...,,44.74,,GBP,Yes,,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,../../../../media/cache/68/ca/68caaf9ac41964d5167a3eb67c638393.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:36
,,Tipping Point for Planet ...,,37.55,,GBP,Yes,,https://books.toscrape.com/catalogue/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html,../../../../media/cache/56/97/5697f2f8f628129df01c5790985ffd9b.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:36
,,The Fabric of the ...,,55.91,,GBP,Yes,,https://books.toscrape.com/catalogue/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html,../../../../media/cache/5e/7f/5e7f7d9913d4c95d33904770c518d537.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:36
,,Diary of a Citizen ...,,28.41,,GBP,Yes,,https://books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html,../../../../media/cache/33/4f/334fd0ebdf0c0192baf5914d199c53b5.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:36
,,The Origin of Species,,10.01,,GBP,Yes,,https://books.toscrape.com/catalogue/the-origin-of-species_499/index.html,../../../../media/cache/da/0d/da0d13699a090516502257a4d7da623f.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:36
,,The Grand Design,,13.76,,GBP,Yes,,https://books.toscrape.com/catalogue/the-grand-design_405/index.html,../../../../media/cache/08/a9/08a957eb34f8047862e225774c3bdde2.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:36
,,Peak: Secrets from the ...,,16.28,,GBP,Yes,,https://books.toscrape.com/catalogue/peak-secrets-from-the-new-science-of-expertise_389/index.html,../../../../media/cache/83/ab/83ab65f938b24fa1a9cb47235be49b57.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:36
,,"The Elegant Universe: Superstrings, ...",,13.03,,GBP,Yes,,https://books.toscrape.com/catalogue/the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245/index.html,../../../../media/cache/69/c8/69c83860995cde393dbe6690ec3f1d4f.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:36
,,The Disappearing Spoon: And ...,,57.35,,GBP,Yes,,https://books.toscrape.com/catalogue/the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html,../../../../media/cache/f9/69/f969969428b505970a46272fdcea00d3.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:36
,,"Surely You're Joking, Mr. ...",,25.83,,GBP,Yes,,https://books.toscrape.com/catalogue/surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html,../../../../media/cache/f8/bc/f8bcd489d33473e0819beaecccd5ebac.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:36
,,Seven Brief Lessons on ...,,30.6,,GBP,Yes,,https://books.toscrape.com/catalogue/seven-brief-lessons-on-physics_219/index.html,../../../../media/cache/c8/63/c863c222c130a1bc8685a1242dd2523d.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:36
,,The Selfish Gene,,29.45,,GBP,Yes,,https://books.toscrape.com/catalogue/the-selfish-gene_81/index.html,../../../../media/cache/08/14/0814f26516fb72b7391d0a742b5928a2.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:36
,,The Grownup,,35.88,,GBP,Yes,,https://books.toscrape.com/catalogue/the-grownup_546/index.html,../../../../media/cache/f4/cb/f4cb1f9c7280bf1fd05fe33d2816080f.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:38
,,(Un)Qualified: How God Uses ...,,54.0,,GBP,Yes,,https://books.toscrape.com/catalogue/unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html,../../../../media/cache/cd/db/cddb3eb483ef11a088d519205b7098fb.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:39
,,Crazy Love: Overwhelmed by ...,,47.72,,GBP,Yes,,https://books.toscrape.com/catalogue/crazy-love-overwhelmed-by-a-relentless-god_682/index.html,../../../../media/cache/03/f1/03f1e337afadba35687672b5625a9757.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:39
,,Blue Like Jazz: Nonreligious ...,,25.77,,GBP,Yes,,https://books.toscrape.com/catalogue/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html,../../../../media/cache/a2/f5/a2f5b5fd4421d56d37c73a7fb29f5f40.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:39
,,The Bulletproof Diet: Lose ...,,49.05,,GBP,Yes,,https://books.toscrape.com/catalogue/the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html,../../../../media/cache/ee/3e/ee3e219d23e73ba71c79b700f183aaed.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:41
,,"Eat Fat, Get Thin",,54.07,,GBP,Yes,,https://books.toscrape.com/catalogue/eat-fat-get-thin_688/index.html,../../../../media/cache/62/3f/623f8e7f7432ce744f4318aae8166ce4.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:41
,,10-Day Green Smoothie Cleanse: ...,,49.71,,GBP,Yes,,https://books.toscrape.com/catalogue/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html,../../../../media/cache/23/c2/23c2108ae81327c7f3fb0721976cba5e.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:41
,,The Art and Science ...,,52.98,,GBP,Yes,,https://books.toscrape.com/catalogue/the-art-and-science-of-low-carbohydrate-living_570/index.html,../../../../media/cache/4b/d4/4bd43108fb070ad8ebba9cdb00b14069.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:41
,,The Torch Is Passed: ...,,19.09,,GBP,Yes,,https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html,../../../../media/cache/33/e5/33e507172541628acfd421503196b578.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:43
,,The Mindfulness and Acceptance ...,,23.89,,GBP,Yes,,https://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html,../../../../media/cache/f8/6d/f86d08178e3788563ac17be5aefd29f0.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:43
,,The Art Forger,,40.76,,GBP,Yes,,https://books.toscrape.com/catalogue/the-art-forger_930/index.html,../../../../media/cache/70/fa/70fa6c0437d9c97dbeada6bd32bf9d2c.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:43
,,On a Midnight Clear,,14.07,,GBP,Yes,,https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html,../../../../media/cache/a1/14/a114d70e7babf110ba42a389078e9a45.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:43
,,Judo: Seven Steps to ...,,53.9,,GBP,Yes,,https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html,../../../../media/cache/5f/52/5f52b1bc6d45daab2e330c744feb0359.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:43
,,"Shobu Samurai, Project Aryoku ...",,29.06,,GBP,Yes,,https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html,../../../../media/cache/ae/0c/ae0ccc307568b6d7699786411f3cbcc4.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:43
,,Modern Romance,,28.26,,GBP,Yes,,https://books.toscrape.com/catalogue/modern-romance_820/index.html,../../../../media/cache/28/78/2878538a1039d9c4649110499a1393fb.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:43
,,The White Queen (The ...,,25.91,,GBP,Yes,,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html,../../../../media/cache/72/d8/72d861617b6d3aababe6e61e8d3c1056.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:43
,,The Song of Achilles,,37.4,,GBP,Yes,,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html,../../../../media/cache/66/f7/66f79b76d6c6b64fcc8110515c454e09.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:43
,,The Immortal Life of ...,,40.67,,GBP,Yes,,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html,../../../../media/cache/94/ac/94ac87da7b40853013093f08356efa3b.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:43
,,The Dovekeepers,,48.78,,GBP,Yes,,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,../../../../media/cache/8f/3f/8f3f4d67e30a8129577ccc4664998345.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:43
,,More Than Music (Chasing ...,,37.61,,GBP,Yes,,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html,../../../../media/cache/3f/e7/3fe7073a5caac81929524d2d9488f928.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:43
,,Code Name Verity (Code ...,,22.13,,GBP,Yes,,https://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html,../../../../media/cache/f5/58/f55886d1bf600529a35e1bd932c78ca0.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:43
,,Cell,,20.29,,GBP,Yes,,https://books.toscrape.com/catalogue/cell_674/index.html,../../../../media/cache/0b/97/0b97282ed82b771ed328e05386a84adb.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:43
,,Angels Walking (Angels Walking ...,,34.2,,GBP,Yes,,https://books.toscrape.com/catalogue/angels-walking-angels-walking-1_662/index.html,../../../../media/cache/50/0e/500eeb810e940424827580574e46852c.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:43
,,A Series of Catastrophes ...,,56.48,,GBP,Yes,,https://books.toscrape.com/catalogue/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html,../../../../media/cache/9b/20/9b2076ce7414103a093ce2459d089969.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:43
,,A People's History of ...,,40.79,,GBP,Yes,,https://books.toscrape.com/catalogue/a-peoples-history-of-the-united-states_654/index.html,../../../../media/cache/75/20/75200336c141156746000f7055df344a.jpg,,,,,,,,books.toscrape.com,2026-05-16T13:40:43
